mmsi,navigationalstatus,sog,cog,heading,shiptype,width,length,draught,heading_cog_diff,anomaly,is_anomaly,anomaly_score
209535000,Under way using engine,10.9,163.3,175.0,Cargo,13.0,90.0,6.0,11.699999999999989,1,0,-0.13278994204187905
209717000,Under way using engine,11.9,33.2,32.0,Cargo,27.0,170.0,8.5,1.2000000000000028,1,0,-0.10078945347953594
219011922,Under way using engine,12.0,139.6,138.0,Tanker,13.0,83.0,5.5,1.5999999999999943,1,0,-0.17823314207234675
305371000,Under way using engine,11.3,173.0,172.0,Cargo,16.0,100.0,5.2,1.0,1,0,-0.19218854255052936
209717000,Under way using engine,12.1,35.1,33.0,Cargo,27.0,170.0,8.5,2.1000000000000014,1,0,-0.09561977027683483
219011922,Under way using engine,12.3,142.1,139.0,Tanker,13.0,83.0,5.5,3.0999999999999943,1,0,-0.17109910030569558
305371000,Under way using engine,11.7,164.0,162.0,Cargo,16.0,100.0,5.2,2.0,1,0,-0.19340529219646535
219355000,Under way using engine,7.8,338.0,340.0,Tanker,14.0,93.0,5.2,2.0,1,0,-0.14785975957425568
211930000,Under way using engine,10.8,219.2,221.0,Military,8.0,58.0,6.5,1.8000000000000114,1,0,-0.13424349703225696
265509950,Under way using engine,10.4,169.9,170.0,Passenger,8.0,34.0,2.8,0.09999999999999432,1,0,-0.11346610159479265
257056010,Under way using engine,9.9,327.9,331.0,Cargo,14.0,90.0,4.2,3.1000000000000227,1,0,-0.1625379752009085
211930000,Under way using engine,10.7,219.8,221.0,Military,8.0,58.0,6.5,1.1999999999999886,1,0,-0.13157875282545956
219011922,Under way using engine,12.2,144.3,140.0,Tanker,13.0,83.0,5.5,4.300000000000011,1,0,-0.16733981773009232
209535000,Under way using engine,9.9,182.1,180.0,Cargo,13.0,90.0,6.0,2.0999999999999943,1,0,-0.19503974347891162
209717000,Under way using engine,12.0,344.9,344.0,Cargo,27.0,170.0,8.5,0.8999999999999773,1,0,-0.09601957499190966
305371000,Under way using engine,12.1,162.0,162.0,Cargo,16.0,100.0,5.2,0.0,1,0,-0.18274650519513752
257056010,Under way using engine,9.9,326.2,331.0,Cargo,14.0,90.0,4.2,4.800000000000011,1,0,-0.15107573101438881
257056010,Under way using engine,9.7,326.7,331.0,Cargo,14.0,90.0,4.2,4.300000000000011,1,0,-0.15422735245114788
219355000,Under way using engine,7.4,326.0,330.0,Tanker,14.0,93.0,5.2,4.0,1,0,-0.1378635972854681
219011922,Under way using engine,11.8,144.5,141.0,Tanker,13.0,83.0,5.5,3.5,1,0,-0.17368494198915668
209535000,Under way using engine,10.8,156.2,156.0,Cargo,13.0,90.0,6.0,0.19999999999998863,1,0,-0.1882409025582782
219011922,Under way using engine,11.5,144.6,141.0,Tanker,13.0,83.0,5.5,3.5999999999999943,1,0,-0.17391935409577597
209717000,Under way using engine,12.3,344.0,345.0,Cargo,27.0,170.0,8.5,1.0,1,0,-0.09838778355264255
209717000,Under way using engine,12.5,344.1,344.0,Cargo,27.0,170.0,8.5,0.10000000000002274,1,0,-0.09257657775776146
211930000,Under way using engine,10.5,190.8,187.0,Military,8.0,58.0,6.5,3.8000000000000114,1,0,-0.13368126134528446
209535000,Under way using engine,10.5,161.5,159.0,Cargo,13.0,90.0,6.0,2.5,1,0,-0.19704865365185648
305371000,Under way using engine,2.7,221.0,273.0,Cargo,16.0,100.0,5.2,52.0,-1,1,0.014013889197073914
305371000,Under way using engine,2.3,221.0,289.0,Cargo,16.0,100.0,5.2,68.0,-1,1,0.03655859498384528
219355000,Under way using engine,7.6,332.0,335.0,Tanker,14.0,93.0,5.2,3.0,1,0,-0.14379240933851178
257056010,Under way using engine,8.7,336.7,339.0,Cargo,14.0,90.0,4.2,2.3000000000000114,1,0,-0.15973162001308672
257056010,Under way using engine,9.0,336.7,340.0,Cargo,14.0,90.0,4.2,3.3000000000000114,1,0,-0.15515358278055413
314552000,Under way using engine,9.4,137.0,134.0,Cargo,13.0,88.0,5.2,3.0,1,0,-0.18431403349239434
209717000,Under way using engine,12.5,340.7,344.0,Cargo,27.0,170.0,8.5,3.3000000000000114,1,0,-0.09194996953829898
314552000,Under way using engine,9.6,137.0,133.0,Cargo,13.0,88.0,5.2,4.0,1,0,-0.18042732239394654
211930000,Under way using engine,10.2,182.4,193.0,Military,8.0,58.0,6.5,10.599999999999994,1,0,-0.09608214382860691
219355000,Under way using engine,7.5,332.0,335.0,Tanker,14.0,93.0,5.2,3.0,1,0,-0.1432062547876326
209535000,Under way using engine,9.3,199.8,199.0,Cargo,13.0,90.0,6.0,0.8000000000000114,1,0,-0.18599411833086937
314552000,Under way using engine,10.0,139.9,132.0,Cargo,13.0,88.0,5.2,7.900000000000006,1,0,-0.15159084869260075
209717000,Under way using engine,12.3,342.0,342.0,Cargo,27.0,170.0,8.5,0.0,1,0,-0.09381741982488018
209717000,Under way using engine,12.2,340.3,341.0,Cargo,27.0,170.0,8.5,0.6999999999999886,1,0,-0.10574923617762277
257056010,Under way using engine,9.0,12.8,7.0,Cargo,14.0,90.0,4.2,5.800000000000001,1,0,-0.09303655701238173
314552000,Under way using engine,9.7,134.8,131.0,Cargo,13.0,88.0,5.2,3.8000000000000114,1,0,-0.1796484220527761
219355000,Under way using engine,6.9,327.0,335.0,Tanker,14.0,93.0,5.2,8.0,1,0,-0.10967515390470334
211930000,Under way using engine,10.5,159.5,158.0,Military,8.0,58.0,6.5,1.5,1,0,-0.1438093998517898
211930000,Under way using engine,10.7,158.1,158.0,Military,8.0,58.0,6.5,0.09999999999999432,1,0,-0.13873434803479517
209717000,Under way using engine,12.9,337.9,341.0,Cargo,27.0,170.0,8.5,3.1000000000000227,1,0,-0.09433466970058973
314552000,Under way using engine,9.4,131.4,134.0,Cargo,13.0,88.0,5.2,2.5999999999999943,1,0,-0.18552127951282343
219355000,Under way using engine,6.8,323.0,328.0,Tanker,14.0,93.0,5.2,5.0,1,0,-0.12834417561439054
314552000,Under way using engine,9.9,136.1,136.0,Cargo,13.0,88.0,5.2,0.09999999999999432,1,0,-0.18285331442568742
209717000,Under way using engine,12.0,338.2,342.0,Cargo,27.0,170.0,8.5,3.8000000000000114,1,0,-0.08965560027117125
211230400,Under way using engine,6.1,41.6,40.0,Cargo,12.0,76.0,3.2,1.6000000000000014,1,0,-0.09315079043907903
257056010,Under way using engine,8.7,9.6,13.0,Cargo,14.0,90.0,4.2,3.4000000000000004,1,0,-0.10709414983496651
211230400,Under way using engine,7.9,122.4,120.0,Cargo,12.0,76.0,3.2,2.4000000000000057,1,0,-0.1382049940239139
211930000,Under way using engine,9.8,144.5,141.0,Military,8.0,58.0,6.5,3.5,1,0,-0.13560724582346462
219355000,Under way using engine,6.8,325.0,329.0,Tanker,14.0,93.0,5.2,4.0,1,0,-0.1350081471113146
211230400,Under way using engine,9.6,129.1,132.0,Cargo,12.0,76.0,3.2,2.9000000000000057,1,0,-0.15130104847594683
211930000,Under way using engine,9.5,139.4,136.0,Military,8.0,58.0,6.5,3.4000000000000057,1,0,-0.13563012566123617
314552000,Under way using engine,9.7,130.7,127.0,Cargo,13.0,88.0,5.2,3.6999999999999886,1,0,-0.17724727537203894
209717000,Under way using engine,12.0,341.2,343.0,Cargo,27.0,170.0,8.5,1.8000000000000114,1,0,-0.09893809369189549
257056010,Under way using engine,9.1,40.1,39.0,Cargo,14.0,90.0,4.2,1.1000000000000014,1,0,-0.13432186678340002
257056010,Under way using engine,9.4,39.3,39.0,Cargo,14.0,90.0,4.2,0.29999999999999716,1,0,-0.13169097017512593
211230400,Under way using engine,9.3,152.9,151.0,Cargo,12.0,76.0,3.2,1.9000000000000057,1,0,-0.16264333084069071
209717000,Under way using engine,11.9,342.2,342.0,Cargo,27.0,170.0,8.5,0.19999999999998863,1,0,-0.09635603686888972
314552000,Under way using engine,9.7,134.5,129.0,Cargo,13.0,88.0,5.2,5.5,1,0,-0.16455883065676963
314552000,Under way using engine,9.7,133.0,129.0,Cargo,13.0,88.0,5.2,4.0,1,0,-0.17809301419031898
219024177,Under way using engine,4.9,37.0,15.0,Pilot,5.0,15.0,1.5,22.0,-1,1,0.0571386878551321
209717000,Under way using engine,11.9,339.3,342.0,Cargo,27.0,170.0,8.5,2.6999999999999886,1,0,-0.1000960202556973
219024177,Under way using engine,2.3,54.2,10.0,Pilot,5.0,15.0,1.5,44.2,-1,1,0.08763767376532383
211230400,Under way using engine,9.3,150.8,145.0,Cargo,12.0,76.0,3.2,5.800000000000011,1,0,-0.14112751260524298
219355000,Under way using engine,5.8,346.0,350.0,Tanker,14.0,93.0,5.2,4.0,1,0,-0.10423743005817943
257056010,Under way using engine,9.3,35.6,34.0,Cargo,14.0,90.0,4.2,1.6000000000000014,1,0,-0.13603719571550094
209332000,Under way using engine,7.1,8.3,9.0,Cargo,12.0,90.0,4.8,0.6999999999999993,1,0,-0.10156327570394191
231807000,Under way using engine,10.9,142.7,138.0,Cargo,14.0,38.0,6.2,4.699999999999989,1,0,-0.13336340310858263
314552000,Under way using engine,9.9,136.0,130.0,Cargo,13.0,88.0,5.2,6.0,1,0,-0.16018832248653042
209332000,Under way using engine,7.1,4.0,9.0,Cargo,12.0,90.0,4.8,5.0,1,0,-0.08441363278748748
211230400,Under way using engine,9.5,148.6,143.0,Cargo,12.0,76.0,3.2,5.599999999999994,1,0,-0.14117889849728987
209717000,Under way using engine,11.7,341.8,342.0,Cargo,27.0,170.0,8.5,0.19999999999998863,1,0,-0.09644604685095864
257056010,Under way using engine,8.8,5.7,7.0,Cargo,14.0,90.0,4.2,1.2999999999999998,1,0,-0.11628519511575941
215760000,Moored,11.0,310.9,312.0,Tanker,21.0,129.0,6.2,1.1000000000000227,1,0,-0.14725102516541894
209717000,Under way using engine,12.2,341.5,342.0,Cargo,27.0,170.0,8.5,0.5,1,0,-0.10071084902374083
314552000,Under way using engine,9.8,135.4,129.0,Cargo,13.0,88.0,5.2,6.400000000000006,1,0,-0.15642635435685398
219024886,Under way using engine,5.0,76.5,76.0,Dredging,5.0,16.0,25.5,0.5,-1,1,0.037246529462972244
215760000,Under way using engine,10.5,311.7,314.0,Tanker,21.0,129.0,6.2,2.3000000000000114,1,0,-0.1474477169178156
211230400,Under way using engine,10.4,178.3,178.0,Cargo,12.0,76.0,3.2,0.30000000000001137,1,0,-0.15788986418807027
314552000,Under way using engine,9.9,141.0,134.0,Cargo,13.0,88.0,5.2,7.0,1,0,-0.1570658102274659
219024886,Under way using engine,4.7,15.6,14.0,Dredging,5.0,16.0,25.5,1.5999999999999996,-1,1,0.05576346831776591
209717000,Under way using engine,11.8,319.7,320.0,Cargo,27.0,170.0,8.5,0.30000000000001137,1,0,-0.10405892009916623
209717000,Under way using engine,12.3,319.6,319.0,Cargo,27.0,170.0,8.5,0.6000000000000227,1,0,-0.10715089444915743
244130642,Under way using engine,10.4,5.9,1.0,Cargo,13.0,90.0,3.6,4.9,1,0,-0.08987939138583251
219355000,Under way using engine,7.2,291.0,305.0,Tanker,14.0,93.0,5.2,14.0,1,0,-0.08428842764558508
257056010,Under way using engine,8.1,7.9,12.0,Cargo,14.0,90.0,4.2,4.1,1,0,-0.09708674138798606
215760000,Under way using engine,10.1,329.2,330.0,Tanker,21.0,129.0,6.2,0.8000000000000114,1,0,-0.148717431874195
244130642,Under way using engine,10.3,10.9,13.0,Cargo,13.0,90.0,3.6,2.0999999999999996,1,0,-0.11562378010108426
209332000,Under way using engine,6.3,348.2,350.0,Cargo,12.0,90.0,4.8,1.8000000000000114,1,0,-0.11864732869036126
314552000,Under way using engine,10.6,162.2,159.0,Cargo,13.0,88.0,5.2,3.1999999999999886,1,0,-0.19107390046951916
215760000,Under way using engine,10.0,329.1,330.0,Tanker,21.0,129.0,6.2,0.8999999999999773,1,0,-0.1482617910131951
211230400,Under way using engine,10.0,176.2,176.0,Cargo,12.0,76.0,3.2,0.19999999999998863,1,0,-0.1600950564769818
219024886,Under way using engine,5.0,66.4,65.0,Dredging,5.0,16.0,25.5,1.4000000000000057,-1,1,0.04016372278337721
219355000,Under way using engine,6.3,285.0,303.0,Tanker,14.0,93.0,5.2,18.0,1,0,-0.06063219203098358
314552000,Under way using engine,10.7,160.3,161.0,Cargo,13.0,88.0,5.2,0.6999999999999886,1,0,-0.1939130276007176
219355000,Under way using engine,6.2,284.0,302.0,Tanker,14.0,93.0,5.2,18.0,1,0,-0.059936557536332424
257056010,Under way using engine,9.6,6.9,10.0,Cargo,14.0,90.0,4.2,3.0999999999999996,1,0,-0.11401631894033992
314552000,Under way using engine,10.9,160.8,162.0,Cargo,13.0,88.0,5.2,1.1999999999999886,1,0,-0.19456893913020928
244130642,Under way using engine,9.7,359.7,359.0,Cargo,13.0,90.0,3.6,0.6999999999999886,1,0,-0.12375646671137286
211230400,Under way using engine,10.2,152.3,149.0,Cargo,12.0,76.0,3.2,3.3000000000000114,1,0,-0.15458293055213884
215760000,Under way using engine,10.2,342.1,349.0,Tanker,21.0,129.0,6.2,6.899999999999977,1,0,-0.10105854890899907
215760000,Under way using engine,9.9,345.7,350.0,Tanker,21.0,129.0,6.2,4.300000000000011,1,0,-0.11318333558040794
211230400,Under way using engine,9.2,145.2,141.0,Cargo,12.0,76.0,3.2,4.199999999999989,1,0,-0.15137046500576218
209332000,Under way using engine,6.4,351.2,351.0,Cargo,12.0,90.0,4.8,0.19999999999998863,1,0,-0.11327585120231842
266239000,Under way using engine,15.2,11.2,12.0,Passenger,30.0,183.0,6.8,0.8000000000000007,1,0,-0.06731216300842946
266239000,Under way using engine,14.0,11.7,12.0,Passenger,30.0,183.0,6.8,0.3000000000000007,1,0,-0.06816086492192247
314552000,Under way using engine,10.7,162.4,162.0,Cargo,13.0,88.0,5.2,0.4000000000000057,1,0,-0.1920440777072172
257056010,Under way using engine,9.4,5.9,9.0,Cargo,14.0,90.0,4.2,3.0999999999999996,1,0,-0.11293372235993021
244130642,Under way using engine,9.6,353.9,352.0,Cargo,13.0,90.0,3.6,1.8999999999999773,1,0,-0.13032082597755695
215760000,Under way using engine,10.2,339.6,342.0,Tanker,21.0,129.0,6.2,2.3999999999999773,1,0,-0.1443268786252639
211230400,Under way using engine,10.1,137.4,138.0,Cargo,12.0,76.0,3.2,0.5999999999999943,1,0,-0.15411557389878344
314552000,Under way using engine,10.0,169.7,169.0,Cargo,13.0,88.0,5.2,0.6999999999999886,1,0,-0.19563545165574198
211230400,Under way using engine,10.1,139.5,139.0,Cargo,12.0,76.0,3.2,0.5,1,0,-0.15231960660700805
266239000,Under way using engine,11.2,40.2,39.0,Passenger,30.0,183.0,6.8,1.2000000000000028,1,0,-0.09413770280750422
219355000,Under way using engine,6.9,287.0,301.0,Tanker,14.0,93.0,5.2,14.0,1,0,-0.0832819614839122
257056010,Under way using engine,9.6,6.3,7.0,Cargo,14.0,90.0,4.2,0.7000000000000002,1,0,-0.11767792925142223
246996000,Under way using engine,10.3,139.1,130.0,Cargo,14.0,111.0,6.4,9.099999999999994,1,0,-0.13688195781119228
219355000,Under way using engine,7.0,291.0,301.0,Tanker,14.0,93.0,5.2,10.0,1,0,-0.10239984368239413
266239000,Under way using engine,7.4,38.8,36.0,Passenger,30.0,183.0,6.8,2.799999999999997,1,0,-0.07051796927084669
314552000,Under way using engine,10.0,166.3,170.0,Cargo,13.0,88.0,5.2,3.6999999999999886,1,0,-0.1911005134172607
246996000,Under way using engine,10.5,132.2,130.0,Cargo,14.0,111.0,6.4,2.1999999999999886,1,0,-0.1854595186330012
257056010,Under way using engine,9.9,7.3,6.0,Cargo,14.0,90.0,4.2,1.2999999999999998,1,0,-0.11989308064542742
244130642,Under way using engine,10.2,6.3,3.0,Cargo,13.0,90.0,3.6,3.3,1,0,-0.1053512742397622
209332000,Under way using engine,7.0,10.2,9.0,Cargo,12.0,90.0,4.8,1.1999999999999993,1,0,-0.10323938174094616
304953000,Under way using engine,9.1,93.0,91.0,Cargo,11.0,84.0,2.8,2.0,1,0,-0.12111524967614284
215760000,Under way using engine,9.5,346.7,344.0,Tanker,21.0,129.0,6.2,2.6999999999999886,1,0,-0.13073332270602744
215760000,Under way using engine,9.3,322.9,325.0,Tanker,21.0,129.0,6.2,2.1000000000000227,1,0,-0.14125627714745576
211230400,Under way using engine,8.0,141.5,138.0,Cargo,12.0,76.0,3.2,3.5,1,0,-0.14292852343393125
246996000,Under way using engine,10.2,127.9,130.0,Cargo,14.0,111.0,6.4,2.0999999999999943,1,0,-0.18271012545022525
209535000,Under way using engine,3.3,289.7,292.0,Cargo,13.0,90.0,6.0,2.3000000000000114,1,0,-0.11189010089575918
266239000,Under way using engine,6.5,40.5,37.0,Passenger,30.0,183.0,6.8,3.5,1,0,-0.06205340611206467
246996000,Under way using engine,10.3,148.9,147.0,Cargo,14.0,111.0,6.4,1.9000000000000057,1,0,-0.19037257048762402
211230400,Under way using engine,8.9,142.6,140.0,Cargo,12.0,76.0,3.2,2.5999999999999943,1,0,-0.15458573844148882
219339000,Under way using engine,9.5,179.4,175.0,Tug,9.0,31.0,3.5,4.400000000000006,1,0,-0.127220254592399
304953000,Under way using engine,8.7,94.4,94.0,Cargo,11.0,84.0,2.8,0.4000000000000057,1,0,-0.11748595879941331
314552000,Under way using engine,10.0,168.0,163.0,Cargo,13.0,88.0,5.2,5.0,1,0,-0.18104734941017575
257056010,Under way using engine,9.8,356.0,355.0,Cargo,14.0,90.0,4.2,1.0,1,0,-0.13473011982785787
257056010,Under way using engine,9.8,354.9,355.0,Cargo,14.0,90.0,4.2,0.10000000000002274,1,0,-0.13338351782352614
244130642,Under way using engine,9.4,5.0,3.0,Cargo,13.0,90.0,3.6,2.0,1,0,-0.10837385651534315
266465000,Under way using engine,12.6,203.2,200.0,Tanker,19.0,120.0,7.8,3.1999999999999886,1,0,-0.14383285337437446
215760000,Under way using engine,8.5,318.0,320.0,Tanker,21.0,129.0,6.2,2.0,1,0,-0.14060497231447566
211230400,Under way using engine,9.3,145.1,140.0,Cargo,12.0,76.0,3.2,5.099999999999994,1,0,-0.14173457083474056
304953000,Under way using engine,8.5,93.5,91.0,Cargo,11.0,84.0,2.8,2.5,1,0,-0.11657367738819091
304953000,Under way using engine,8.6,93.3,92.0,Cargo,11.0,84.0,2.8,1.2999999999999972,1,0,-0.11686007660290848
246996000,Under way using engine,10.0,127.8,128.0,Cargo,14.0,111.0,6.4,0.20000000000000284,1,0,-0.1754961439950823
209332000,Under way using engine,6.8,8.6,5.0,Cargo,12.0,90.0,4.8,3.5999999999999996,1,0,-0.09072143072642924
219339000,Under way using engine,10.2,165.7,162.0,Tug,9.0,31.0,3.5,3.6999999999999886,1,0,-0.12870944267539303
266465000,Under way using engine,13.1,174.1,171.0,Tanker,19.0,120.0,7.8,3.0999999999999943,1,0,-0.15478650423503787
246996000,Under way using engine,10.5,126.8,131.0,Cargo,14.0,111.0,6.4,4.200000000000003,1,0,-0.17351464150729523
219355000,Under way using engine,6.3,354.0,351.0,Tanker,14.0,93.0,5.2,3.0,1,0,-0.10810828790192284
215760000,Under way using engine,8.5,314.9,318.0,Tanker,21.0,129.0,6.2,3.1000000000000227,1,0,-0.1333021269625982
219339000,Under way using engine,10.1,157.4,155.0,Tug,9.0,31.0,3.5,2.4000000000000057,1,0,-0.13355668717851799
314552000,Under way using engine,9.9,162.0,164.0,Cargo,13.0,88.0,5.2,2.0,1,0,-0.19734532130135368
314552000,Under way using engine,9.6,164.3,167.0,Cargo,13.0,88.0,5.2,2.6999999999999886,1,0,-0.197969790980628
257056010,Under way using engine,10.3,353.1,352.0,Cargo,14.0,90.0,4.2,1.1000000000000227,1,0,-0.1404767499702524
304953000,Under way using engine,9.3,95.3,93.0,Cargo,11.0,84.0,2.8,2.299999999999997,1,0,-0.12006867674452687
211230400,Under way using engine,8.8,143.4,142.0,Cargo,12.0,76.0,3.2,1.4000000000000057,1,0,-0.1576324615480933
244130642,Under way using engine,10.3,340.5,340.0,Cargo,13.0,90.0,3.6,0.5,1,0,-0.15827231146167642
246996000,Under way using engine,10.1,133.1,129.0,Cargo,14.0,111.0,6.4,4.099999999999994,1,0,-0.17574786536434606
215760000,Under way using engine,8.4,313.0,317.0,Tanker,21.0,129.0,6.2,4.0,1,0,-0.12169950241301308
266465000,Under way using engine,12.9,161.9,159.0,Tanker,19.0,120.0,7.8,2.9000000000000057,1,0,-0.16011895243970398
266465000,Under way using engine,12.9,162.1,156.0,Tanker,19.0,120.0,7.8,6.099999999999994,1,0,-0.1322030453680193
266239000,Under way using engine,11.6,84.6,87.0,Passenger,30.0,183.0,6.8,2.4000000000000057,1,0,-0.10210503347497568
304953000,Under way using engine,10.3,124.8,124.0,Cargo,11.0,84.0,2.8,0.7999999999999972,1,0,-0.1346934830699742
219339000,Under way using engine,9.2,191.2,189.0,Tug,9.0,31.0,3.5,2.1999999999999886,1,0,-0.13184919904401238
219355000,Under way using engine,6.8,341.0,344.0,Tanker,14.0,93.0,5.2,3.0,1,0,-0.13150739352329505
257056010,Under way using engine,10.5,351.3,353.0,Cargo,14.0,90.0,4.2,1.6999999999999886,1,0,-0.1382379426291817
314552000,Under way using engine,10.0,165.2,160.0,Cargo,13.0,88.0,5.2,5.199999999999989,1,0,-0.17926137701685418
246996000,Under way using engine,10.6,135.4,135.0,Cargo,14.0,111.0,6.4,0.4000000000000057,1,0,-0.18522571760711665
209332000,Under way using engine,7.5,341.5,342.0,Cargo,12.0,90.0,4.8,0.5,1,0,-0.14104726687548175
215760000,Under way using engine,8.4,301.9,306.0,Tanker,21.0,129.0,6.2,4.100000000000023,1,0,-0.12156534570029426
266465000,Under way using engine,12.8,155.6,152.0,Tanker,19.0,120.0,7.8,3.5999999999999943,1,0,-0.14934324035114543
219355000,Under way using engine,5.6,11.0,2.0,Tanker,14.0,93.0,5.2,9.0,1,0,-0.05330077800947275
266465000,Under way using engine,12.6,150.6,150.0,Tanker,19.0,120.0,7.8,0.5999999999999943,1,0,-0.1558897655506502
244130642,Under way using engine,7.9,347.4,341.0,Cargo,13.0,90.0,3.6,6.399999999999977,1,0,-0.11104610152334521
304953000,Under way using engine,10.3,143.0,141.0,Cargo,11.0,84.0,2.8,2.0,1,0,-0.1479550578273628
244130642,Under way using engine,8.0,311.9,314.0,Cargo,13.0,90.0,3.6,2.1000000000000227,1,0,-0.15037854736111828
219355000,Under way using engine,7.4,16.0,11.0,Tanker,14.0,93.0,5.2,5.0,1,0,-0.08911554222171003
219281000,Under way using engine,19.3,55.0,52.0,Cargo,34.0,238.0,7.1,3.0,1,0,-0.02580171133002418
304953000,Under way using engine,10.4,143.2,138.0,Cargo,11.0,84.0,2.8,5.199999999999989,1,0,-0.1284215803589857
246996000,Under way using engine,10.7,136.5,135.0,Cargo,14.0,111.0,6.4,1.5,1,0,-0.1884287672950249
314552000,Under way using engine,10.2,165.3,163.0,Cargo,13.0,88.0,5.2,2.3000000000000114,1,0,-0.1961278938003242
219281000,Under way using engine,20.3,54.8,52.0,Cargo,34.0,238.0,7.1,2.799999999999997,1,0,-0.024783724735774282
215760000,Under way using engine,8.0,303.6,307.0,Tanker,21.0,129.0,6.2,3.3999999999999773,1,0,-0.12185992653360184
215760000,Under way using engine,8.2,300.1,307.0,Tanker,21.0,129.0,6.2,6.899999999999977,1,0,-0.09787223601282719
257056010,Under way using engine,10.8,341.3,342.0,Cargo,14.0,90.0,4.2,0.6999999999999886,1,0,-0.15969633541771655
219339000,Under way using engine,9.8,167.0,163.0,Tug,9.0,31.0,3.5,4.0,1,0,-0.1314191379871853
219281000,Under way using engine,20.4,54.2,52.0,Cargo,34.0,238.0,7.1,2.200000000000003,1,0,-0.02571968196554597
314552000,Under way using engine,10.3,165.2,161.0,Cargo,13.0,88.0,5.2,4.199999999999989,1,0,-0.18838500709966516
266465000,Under way using engine,12.8,146.0,141.0,Tanker,19.0,120.0,7.8,5.0,1,0,-0.13187722345634773
219281000,Under way using engine,20.5,54.2,53.0,Cargo,34.0,238.0,7.1,1.2000000000000028,1,0,-0.025169898857184125
266465000,Under way using engine,12.6,143.0,140.0,Tanker,19.0,120.0,7.8,3.0,1,0,-0.1470933277247743
304953000,Under way using engine,10.3,138.4,135.0,Cargo,11.0,84.0,2.8,3.4000000000000057,1,0,-0.14172474975740573
257056010,Under way using engine,10.8,341.7,343.0,Cargo,14.0,90.0,4.2,1.3000000000000114,1,0,-0.1589829030836707
246996000,Under way using engine,10.4,128.9,132.0,Cargo,14.0,111.0,6.4,3.0999999999999943,1,0,-0.18124819527794134
246996000,Under way using engine,10.1,140.8,145.0,Cargo,14.0,111.0,6.4,4.199999999999989,1,0,-0.18242950290696724
244130642,Under way using engine,7.7,317.6,318.0,Cargo,13.0,90.0,3.6,0.39999999999997726,1,0,-0.14798856381856895
209332000,Under way using engine,5.3,344.6,343.0,Cargo,12.0,90.0,4.8,1.6000000000000227,1,0,-0.11715282510800124
219024177,Under way using engine,13.2,303.6,304.0,Pilot,5.0,15.0,1.5,0.39999999999997726,1,0,-0.01791347357101669
215760000,Under way using engine,6.7,289.2,294.0,Tanker,21.0,129.0,6.2,4.800000000000011,1,0,-0.09762328893554612
257056010,Under way using engine,10.7,344.6,346.0,Cargo,14.0,90.0,4.2,1.3999999999999773,1,0,-0.15464879703756318
209332000,Under way using engine,5.1,316.5,322.0,Cargo,12.0,90.0,4.8,5.5,1,0,-0.11007227931035729
266465000,Under way using engine,13.1,148.9,145.0,Tanker,19.0,120.0,7.8,3.9000000000000057,1,0,-0.14381121952325082
219339000,Under way using engine,9.3,184.4,183.0,Tug,9.0,31.0,3.5,1.4000000000000057,1,0,-0.13118130324833494
304953000,Under way using engine,10.3,143.9,142.0,Cargo,11.0,84.0,2.8,1.9000000000000057,1,0,-0.1488744080682594
266465000,Under way using engine,13.0,144.5,142.0,Tanker,19.0,120.0,7.8,2.5,1,0,-0.15163464214980693
314552000,Under way using engine,10.4,160.2,162.0,Cargo,13.0,88.0,5.2,1.8000000000000114,1,0,-0.1962642380435945
304953000,Under way using engine,10.2,143.3,142.0,Cargo,11.0,84.0,2.8,1.3000000000000114,1,0,-0.14916152637665026
244130642,Under way using engine,3.6,298.4,315.0,Cargo,13.0,90.0,3.6,16.600000000000023,1,0,-0.038115181424827616
265527470,Under way using engine,19.4,271.1,271.0,SAR,4.0,12.0,1.0,0.10000000000002274,-1,1,0.028391634485277706
246996000,Under way using engine,10.8,161.9,158.0,Cargo,14.0,111.0,6.4,3.9000000000000057,1,0,-0.18601717738006296
219024177,Under way using engine,11.8,314.0,315.0,Pilot,5.0,15.0,1.5,1.0,1,0,-0.02382503438068384
266465000,Under way using engine,12.5,142.1,139.0,Tanker,19.0,120.0,7.8,3.0999999999999943,1,0,-0.14734894284525796
265527470,Under way using engine,13.5,283.2,290.0,SAR,4.0,12.0,1.0,6.800000000000011,-1,1,0.021106520311896082
314552000,Under way using engine,10.0,163.4,165.0,Cargo,13.0,88.0,5.2,1.5999999999999943,1,0,-0.19683446498623675
257056010,Under way using engine,11.1,353.2,353.0,Cargo,14.0,90.0,4.2,0.19999999999998863,1,0,-0.13189734978815681
244130642,Under way using engine,4.0,308.5,313.0,Cargo,13.0,90.0,3.6,4.5,1,0,-0.10730693203907127
538007353,Under way using engine,14.4,136.4,139.0,Cargo,23.0,190.0,6.5,2.5999999999999943,1,0,-0.1310285482772922
266465000,Under way using engine,12.6,142.9,139.0,Tanker,19.0,120.0,7.8,3.9000000000000057,1,0,-0.1377746196370655
314552000,Under way using engine,10.0,163.0,165.0,Cargo,13.0,88.0,5.2,2.0,1,0,-0.19756552977263092
246996000,Under way using engine,11.4,162.8,158.0,Cargo,14.0,111.0,6.4,4.800000000000011,1,0,-0.1810437414667509
219339000,Under way using engine,8.6,190.2,186.0,Tug,9.0,31.0,3.5,4.199999999999989,1,0,-0.12270193958828751
